Species,Species Name,Scientific Name Authorship,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Conservation,Invasive
https://id.biodiversity.org.au/node/apni/2903107,Senecio madagascariensis,Poir.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Senecio,Fireweed,,Weeds of National Significance (WoNS) as at Feb. 2013 | Weeds listing  Queensland Government | National Weeds Lists
https://id.biodiversity.org.au/node/apni/2907962,Allocasuarina littoralis,(Salisb.) L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Fagales,Casuarinaceae,Allocasuarina,Bull Oak,,
https://id.biodiversity.org.au/node/apni/2902553,Pseuderanthemum variabile,(R.Br.) Radlk.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum,Pastel Flower,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2897394,Mallotus philippensis,(Lam.) Müll.Arg.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Mallotus,Kamala,,
https://id.biodiversity.org.au/node/apni/2906115,Petalostigma pubescens,Domin,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Picrodendraceae,Petalostigma,Witchetty Bush,,
https://id.biodiversity.org.au/node/apni/2898775,Jagera pseudorhus,(A.Rich.) Radlk.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Jagera,Foambark Tree,,
https://id.biodiversity.org.au/node/apni/2892579,Banksia integrifolia,L.f.,species,Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Banksia,Honeysuckle,,
https://id.biodiversity.org.au/node/apni/2899470,Sporobolus pyramidalis,P.Beauv.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Sporobolus,Giant Ratstail Grass,,Weeds listing  Queensland Government | National Weeds Lists
https://id.biodiversity.org.au/node/apni/2899921,Avicennia marina,(Forssk.) Vierh.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Avicennia,Grey Mangrove,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2887781,Geitonoplesium cymosum,(R.Br.) A.Cunn. ex R.Br.,species,Plantae,Charophyta,Equisetopsida,Asparagales,Hemerocallidaceae,Geitonoplesium,Scrambling Lily,,
https://id.biodiversity.org.au/node/apni/2887097,Gahnia aspera,(R.Br.) Spreng.,species,Plantae,Charophyta,Equisetopsida,Poales,Cyperaceae,Gahnia,Rough Saw-sedge,,
https://id.biodiversity.org.au/node/apni/2892415,Melaleuca viridiflora,Sol. ex Gaertn.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,Paperbark,,
https://id.biodiversity.org.au/node/apni/2889969,Alyxia ruscifolia,R.Br.,species,Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Alyxia,Christmas Bush,,
https://id.biodiversity.org.au/node/apni/2914044,Pimelea linifolia,Sm.,species,Plantae,Charophyta,Equisetopsida,Malvales,Thymelaeaceae,Pimelea,Rice Flower,,
https://id.biodiversity.org.au/node/apni/2894813,Cryptocarya triplinervis,R.Br.,species,Plantae,Charophyta,Equisetopsida,Laurales,Lauraceae,Cryptocarya,Brown Laurel,,
https://id.biodiversity.org.au/node/apni/7844610,Psydrax odorata,(G.Forst.) A.C.Sm. & S.P.Darwin,species,Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Psydrax,Lamboto,,
https://id.biodiversity.org.au/node/apni/2899744,Drypetes deplanchei,(Brongn. & Gris) Merr.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Putranjivaceae,Drypetes,Yellow Tulipwood,,
https://id.biodiversity.org.au/node/apni/2894414,Ficus opposita,Miq.,species,Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Sandpaper Fig,,
https://id.biodiversity.org.au/taxon/apni/51298364,Cyanthillium cinereum,(L.) H.Rob.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Cyanthillium,Iron Weed,,
https://id.biodiversity.org.au/node/apni/2898576,Allocasuarina torulosa,(Aiton) L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Fagales,Casuarinaceae,Allocasuarina,Bakers Oak,,
https://id.biodiversity.org.au/node/apni/2890812,Jasminum didymum,G.Forst.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Oleaceae,Jasminum,,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2890288,Cupaniopsis anacardioides,(A.Rich.) Radlk.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Cupaniopsis,Tuckeroo,Western Australia : Conservation status,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2896261,Trophis scandens,(Lour.) Hook. & Arn.,species,Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Trophis,,,
https://id.biodiversity.org.au/node/apni/2887514,Melaleuca quinquenervia,(Cav.) S.T.Blake,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,Paperbark,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2920993,Imperata cylindrica,(L.) P.Beauv.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Imperata,Blady Grass,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2914842,Adiantum hispidulum,Sw.,species,Plantae,Charophyta,Equisetopsida,,Pteridaceae,Adiantum,Rough Maidenhair Fern,Queensland : Conservation Status,
https://id.biodiversity.org.au/node/apni/2919575,Eucalyptus acmenoides,Schauer,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Broad-leaved Stringybark,,
https://id.biodiversity.org.au/taxon/apni/51292783,Polyscias elegans,(C.Moore & F.Muell.) Harms,species,Plantae,Charophyta,Equisetopsida,Apiales,Araliaceae,Polyscias,Black Pencil Cedar,,
https://id.biodiversity.org.au/node/apni/2889372,Lomandra multiflora,(R.Br.) Britten,species,Plantae,Charophyta,Equisetopsida,Asparagales,Asparagaceae,Lomandra,Many-flowered Mat-rush,,
https://id.biodiversity.org.au/node/apni/2892346,Cheilanthes sieberi,Kunze,species,Plantae,Charophyta,Equisetopsida,,Pteridaceae,Cheilanthes,Mulga Fern,,
https://id.biodiversity.org.au/node/apni/2903186,Fimbristylis dichotoma,(L.) Vahl,species,Plantae,Charophyta,Equisetopsida,Poales,Cyperaceae,Fimbristylis,Common Fringe-rush,Victoria : Conservation Status,
https://id.biodiversity.org.au/node/apni/2898401,Sida cordifolia,L.,species,Plantae,Charophyta,Equisetopsida,Malvales,Malvaceae,Sida,Flannel Weed,,WA State Notifiable Pests | National Weeds Lists
https://id.biodiversity.org.au/node/apni/2897003,Corymbia trachyphloia,(F.Muell.) K.D.Hill & L.A.S.Johnson,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Corymbia,Brown Bloodwood,,
https://id.biodiversity.org.au/node/apni/7622844,Eucalyptus fibrosa,F.Muell.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Broad-leaved Ironbark,,
https://id.biodiversity.org.au/node/apni/2903901,Andropogon gayanus,Kunth,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Andropogon,,,Weeds of National Significance (WoNS) as at Feb. 2013 | Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2918127,Goodenia rotundifolia,R.Br.,species,Plantae,Charophyta,Equisetopsida,Asterales,Goodeniaceae,Goodenia,,,
https://id.biodiversity.org.au/node/apni/2917560,Jacksonia scoparia,R.Br.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Jacksonia,Dogwood,Queensland : Conservation Status,
https://id.biodiversity.org.au/taxon/apni/51288875,Stephania japonica,(Thunb.) Miers,species,Plantae,Charophyta,Equisetopsida,Ranunculales,Menispermaceae,Stephania,Snake Vine,,
https://id.biodiversity.org.au/node/apni/7620197,Eucalyptus exserta,F.Muell.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Queensland Peppermint,,
https://id.biodiversity.org.au/node/apni/2894403,Hardenbergia violacea,(Schneev.) Stearn,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Hardenbergia,Sarsaparilla,Tasmania : Conservation Status | Queensland : Conservation Status,
https://id.biodiversity.org.au/node/apni/2887689,Rostellularia adscendens,(R.Br.) R.M.Barker,species,Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Rostellularia,,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2914400,Cymbopogon refractus,(R.Br.) A.Camus,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Cymbopogon,Barb-wire Grass,,
https://id.biodiversity.org.au/taxon/apni/51249803,Pteridium esculentum,(G.Forst.) Cockayne,species,Plantae,Charophyta,Equisetopsida,Polypodiales,Dennstaedtiaceae,Pteridium,Manehu,,
https://id.biodiversity.org.au/taxon/apni/51268161,Chrysocephalum apiculatum,(Labill.) Steetz,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Chrysocephalum,Common Everlasting,,
https://id.biodiversity.org.au/node/apni/2918076,Clerodendrum floribundum,R.Br.,species,Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Clerodendrum,Smooth Clerodendrum,,
https://id.biodiversity.org.au/node/apni/2902771,Baccharis halimifolia,L.,species,Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Baccharis,Groundsel Bush,,Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/7873835,Dodonaea viscosa,Jacq.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Dodonaea,Ake,,
https://id.biodiversity.org.au/node/apni/2909991,Trema tomentosa,(Roxb.) H.Hara,species,Plantae,Charophyta,Equisetopsida,Rosales,Cannabaceae,Trema,Nettle Tree,,
https://id.biodiversity.org.au/node/apni/2887238,Acacia harpophylla,F.Muell. ex Benth.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Brigalow,Queensland : Conservation Status,Weeds listing  Queensland Government
https://id.biodiversity.org.au/taxon/apni/51285233,Senna artemisioides,(Gaudich. ex DC.) Randell,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Senna,Silver Cassia,Queensland : Conservation Status,
https://id.biodiversity.org.au/taxon/apni/51270696,Evolvulus alsinoides,(L.) L.,species,Plantae,Charophyta,Equisetopsida,Solanales,Convolvulaceae,Evolvulus,,,
https://id.biodiversity.org.au/node/apni/2890763,Passiflora foetida,L.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Passifloraceae,Passiflora,Stinking Passion Flower,,Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2905083,Megathyrsus maximus,(Jacq.) B.K.Simon & S.W.L.Jacobs,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Megathyrsus,,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2890667,Alternanthera philoxeroides,(Mart.) Griseb.,species,Plantae,Charophyta,Equisetopsida,Caryophyllales,Amaranthaceae,Alternanthera,Alligator Weed,,Weeds of National Significance (WoNS) as at Feb. 2013 | Weeds listing  Queensland Government | Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2919791,Geijera parviflora,Lindl.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Geijera,Dogwood,South Australia : Conservation Status | Victoria : Conservation Status,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/taxon/apni/51269199,Pandorea pandorana,(Andrews) Steenis,species,Plantae,Charophyta,Equisetopsida,Lamiales,Bignoniaceae,Pandorea,Wonga Vine,Tasmania : Conservation Status,
https://id.biodiversity.org.au/node/apni/2913346,Aegiceras corniculatum,(L.) Blanco,species,Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Aegiceras,River Mangrove,,
https://id.biodiversity.org.au/node/apni/2901923,Acacia aulacocarpa,A.Cunn. ex Benth.,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Golden-flowered Salwood,Queensland : Conservation Status,Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2887933,Exocarpos latifolius,R.Br.,species,Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Exocarpos,Mistletoe Tree,,
https://id.biodiversity.org.au/node/apni/2915623,Senna obtusifolia,(L.) H.S.Irwin & Barneby,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Senna,Java Bean,Queensland : Conservation Status,WA State Notifiable Pests | Weeds listing  Queensland Government | National Weeds Lists
https://id.biodiversity.org.au/node/apni/2908519,Urena lobata,L.,species,Plantae,Charophyta,Equisetopsida,Malvales,Malvaceae,Urena,Urena Burr,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2903271,Acronychia laevis,J.R.Forst. & G.Forst.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Glossy Acronychia,,Global Invasive Species Information Network (GISIN)
https://id.biodiversity.org.au/node/apni/2910025,Neolitsea dealbata,(R.Br.) Merr.,species,Plantae,Charophyta,Equisetopsida,Laurales,Lauraceae,Neolitsea,Grey Bollywood,,
https://id.biodiversity.org.au/node/apni/2909048,Leptospermum polygalifolium,Salisb.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Leptospermum,,,
https://id.biodiversity.org.au/node/apni/2888793,Acacia disparrima,M.W.McDonald & Maslin,species,Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Southern Salwood,Queensland : Conservation Status,Weeds listing  Queensland Government
https://id.biodiversity.org.au/node/apni/2919306,Eucalyptus resinifera,Sm.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Red Mahogany,,
https://id.biodiversity.org.au/node/apni/2906517,Myrsine variabilis,R.Br.,species,Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Myrsine,Rapanea,,
https://id.biodiversity.org.au/taxon/apni/51289954,Eucalyptus moluccana,Roxb.,species,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Grey Box,,
https://id.biodiversity.org.au/node/apni/2894353,Glochidion ferdinandi,(Müll.Arg.) F.M.Bailey,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Phyllanthaceae,Glochidion,Pencil Cedar,,
https://id.biodiversity.org.au/taxon/apni/51266622,Euroschinus falcata,Hook.f.,species,Plantae,Charophyta,Equisetopsida,Sapindales,Anacardiaceae,Euroschinus,Ribbonwood,,
https://id.biodiversity.org.au/node/apni/2902044,Macaranga tanarius,(L.) Müll.Arg.,species,Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Macaranga,Blush Macaranga,,
https://id.biodiversity.org.au/node/apni/7770909,Oplismenus hirtellus,(L.) P.Beauv.,species,Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Oplismenus,Australian Basket-grass,Western Australia : Conservation status,
